test_id,trial_curr,trial_total,rep,reps,steps,steps_max,pbp,pres_mode,perception_count,retrieval_count,sol,solved,timestamp,activity->feature->hyp_base,activity->obj->hyp_base,activity->selector->hyp_base
_2738d30ce1b1638f,4,120,5,5,69,2500,pbp02,interleaved-dis-dis,63,88,"Only in the left scenes, exists: ( objects that are 1)",true,2022-05-24T14:55:24.896Z,,,
_2738d30ce1b1638f,5,120,4,5,39,2500,pbp02,blocked-sim-sim,34,20,"Only in the right scenes, exists: ( objects that are 2)",true,2022-05-24T14:55:29.939Z,,,
_2738d30ce1b1638f,5,120,1,5,359,2500,pbp02,blocked-sim-sim,321,1164,"Only in the left scenes, exists: ( objects that are 1)",true,2022-05-24T14:55:29.941Z,,,
_2738d30ce1b1638f,5,120,5,5,209,2500,pbp02,blocked-sim-sim,190,557,"Only in the left scenes, exists: ( objects that are 1)",true,2022-05-24T14:55:29.943Z,,,
_2738d30ce1b1638f,5,120,2,5,268,2500,pbp02,blocked-sim-sim,270,1367,"Only in the right scenes, exists: ( objects that are 2)",true,2022-05-24T14:55:29.944Z,,,
_2738d30ce1b1638f,5,120,3,5,222,2500,pbp02,blocked-sim-sim,243,445,"Only in the left scenes, exists: ( objects that are 1)",true,2022-05-24T14:55:29.951Z,,,
_2738d30ce1b1638f,6,120,1,5,193,2500,pbp02,blocked-sim-dis,197,471,"Only in the right scenes, exists: ( objects that are 2)",true,2022-05-24T14:55:34.759Z,,,
_2738d30ce1b1638f,6,120,2,5,148,2500,pbp02,blocked-sim-dis,135,379,"Only in the left scenes, exists: ( objects that are 1)",true,2022-05-24T14:55:34.761Z,,,
_2738d30ce1b1638f,6,120,3,5,134,2500,pbp02,blocked-sim-dis,158,171,"Only in the left scenes, exists: ( objects that are 1)",true,2022-05-24T14:55:34.762Z,,,
_2738d30ce1b1638f,6,120,4,5,411,2500,pbp02,blocked-sim-dis,348,1877,"Only in the left scenes, exists: ( objects that are 1)",true,2022-05-24T14:55:34.764Z,,,
_2738d30ce1b1638f,6,120,5,5,158,2500,pbp02,blocked-sim-dis,174,327,"Only in the left scenes, exists: ( objects that are 1)",true,2022-05-24T14:55:34.767Z,,,
_2738d30ce1b1638f,7,120,1,5,269,2500,pbp02,blocked-dis-sim,243,945,"Only in the right scenes, exists: ( objects that are 2)",true,2022-05-24T14:55:39.771Z,,,
_2738d30ce1b1638f,7,120,3,5,200,2500,pbp02,blocked-dis-sim,202,635,"Only in the right scenes, exists: ( objects that are 2)",true,2022-05-24T14:55:39.772Z,,,
_2738d30ce1b1638f,7,120,4,5,336,2500,pbp02,blocked-dis-sim,289,452,"Only in the left scenes, exists: ( objects that are 1)",true,2022-05-24T14:55:39.773Z,,,
_2738d30ce1b1638f,7,120,2,5,190,2500,pbp02,blocked-dis-sim,196,590,"Only in the left scenes, exists: ( objects that are 1)",true,2022-05-24T14:55:39.775Z,,,
_2738d30ce1b1638f,7,120,5,5,96,2500,pbp02,blocked-dis-sim,73,83,"Only in the left scenes, exists: ( objects that are 1)",true,2022-05-24T14:55:39.778Z,,,
_2738d30ce1b1638f,8,120,2,5,232,2500,pbp02,blocked-dis-dis,227,374,"Only in the left scenes, exists: ( objects that are 1)",true,2022-05-24T14:55:45.653Z,,,
_2738d30ce1b1638f,8,120,1,5,245,2500,pbp02,blocked-dis-dis,218,521,"Only in the right scenes, exists: ( objects that are 2)",true,2022-05-24T14:55:45.656Z,,,
_2738d30ce1b1638f,8,120,5,5,328,2500,pbp02,blocked-dis-dis,268,955,"Only in the left scenes, exists: ( objects that are 1)",true,2022-05-24T14:55:45.658Z,,,
_2738d30ce1b1638f,8,120,3,5,238,2500,pbp02,blocked-dis-dis,209,482,"Only in the left scenes, exists: ( objects that are 1)",true,2022-05-24T14:55:45.661Z,,,
_2738d30ce1b1638f,8,120,4,5,243,2500,pbp02,blocked-dis-dis,218,783,"Only in the right scenes, exists: ( objects that are 2)",true,2022-05-24T14:55:45.667Z,,,
_2738d30ce1b1638f,9,120,1,5,54,2500,pbp04,interleaved-sim-sim,69,88,"Only in the right scenes, exists: (circle objects)",true,2022-05-24T14:55:47.783Z,,,
