test_id,trial_curr,trial_total,rep,reps,steps,steps_max,pbp,pres_mode,perception_count,retrieval_count,sol,solved,timestamp
_28285661f1e40490,5,60,20,100,53,2500,pbp04,fullblocked-sim-sim,86,44,"Only in the right scenes, exists: (circle objects)",1,1449520096466
_28285661f1e40490,5,60,21,100,145,2500,pbp04,fullblocked-sim-sim,269,133,"Only in the left scenes, exists: (square objects)",1,1449520096467
_28285661f1e40490,5,60,22,100,116,2500,pbp04,fullblocked-sim-sim,151,205,"Only in the left scenes, exists: (square objects)",1,1449520096468
_28285661f1e40490,5,60,23,100,103,2500,pbp04,fullblocked-sim-sim,157,223,"Only in the right scenes, exists: (circle objects)",1,1449520096469
_28285661f1e40490,5,60,24,100,204,2500,pbp04,fullblocked-sim-sim,349,365,"Only in the right scenes, exists: (circle objects)",1,1449520096470
_28285661f1e40490,5,60,25,100,101,2500,pbp04,fullblocked-sim-sim,174,82,"Only in the right scenes, exists: (circle objects)",1,1449520096472
_28285661f1e40490,6,60,1,100,36,2500,pbp04,fullblocked-sim-dis,64,47,"Only in the left scenes, exists: (square objects)",1,1449520125237
_28285661f1e40490,6,60,2,100,106,2500,pbp04,fullblocked-sim-dis,176,116,"Only in the left scenes, exists: (square objects)",1,1449520125238
_28285661f1e40490,6,60,3,100,51,2500,pbp04,fullblocked-sim-dis,94,60,"Only in the left scenes, exists: (square objects)",1,1449520125239
_28285661f1e40490,6,60,4,100,33,2500,pbp04,fullblocked-sim-dis,53,38,"Only in the left scenes, exists: (square objects)",1,1449520125240
_28285661f1e40490,6,60,5,100,34,2500,pbp04,fullblocked-sim-dis,54,36,"Only in the left scenes, exists: (square objects)",1,1449520125241
_28285661f1e40490,6,60,6,100,83,2500,pbp04,fullblocked-sim-dis,149,55,"Only in the left scenes, exists: (square objects)",1,1449520125242
_28285661f1e40490,6,60,7,100,39,2500,pbp04,fullblocked-sim-dis,73,60,"Only in the left scenes, exists: (square objects)",1,1449520125245
_28285661f1e40490,6,60,8,100,33,2500,pbp04,fullblocked-sim-dis,47,35,"Only in the left scenes, exists: (square objects)",1,1449520125246
