test_id,step_idx,step_count,pbp,pres_mode,rep,reps,solved,steps,perception_count,retrieval_count,sol,timestamp
"_9d625b1bdf88718f",1,112,"pbp02","interleaved-sim-sim",24,100,true,20,18,12,"Only in the right scenes, exists: ( objects that are 2)",2015-01-22T13:56:51.151Z
"_9d625b1bdf88718f",1,112,"pbp02","interleaved-sim-sim",25,100,true,34,27,19,"Only in the right scenes, exists: ( objects that are 2)",2015-01-22T13:56:51.165Z
"_9d625b1bdf88718f",1,112,"pbp02","interleaved-sim-sim",26,100,true,209,171,164,"Only in the left scenes, exists: ( objects that are 1)",2015-01-22T13:56:51.166Z
"_9d625b1bdf88718f",1,112,"pbp02","interleaved-sim-sim",27,100,true,29,34,17,"Only in the left scenes, exists: ( objects that are 1)",2015-01-22T13:56:51.168Z
"_9d625b1bdf88718f",1,112,"pbp02","interleaved-sim-sim",28,100,true,63,53,29,"Only in the right scenes, exists: ( objects that are 2)",2015-01-22T13:56:51.169Z
"_9d625b1bdf88718f",1,112,"pbp02","interleaved-sim-sim",29,100,true,85,86,43,"Only in the left scenes, exists: ( objects that are 1)",2015-01-22T13:56:51.171Z
"_9d625b1bdf88718f",1,112,"pbp02","interleaved-sim-sim",30,100,true,85,105,37,"Only in the right scenes, exists: ( objects that are 2)",2015-01-22T13:56:51.172Z
"_9d625b1bdf88718f",1,112,"pbp02","interleaved-sim-sim",31,100,true,164,130,126,"Only in the right scenes, exists: ( objects that are 2)",2015-01-22T13:56:51.174Z
"_9d625b1bdf88718f",1,112,"pbp02","interleaved-sim-sim",32,100,true,304,362,280,"Only in the right scenes, exists: ( objects that are 2)",2015-01-22T13:56:51.177Z
"_9d625b1bdf88718f",1,112,"pbp02","interleaved-sim-sim",33,100,true,71,69,33,"Only in the right scenes, exists: ( objects that are 2)",2015-01-22T13:56:51.178Z
"_9d625b1bdf88718f",1,112,"pbp02","interleaved-sim-sim",34,100,true,166,163,151,"Only in the left scenes, exists: ( objects that are 1)",2015-01-22T13:56:51.179Z
"_9d625b1bdf88718f",1,112,"pbp02","interleaved-sim-sim",35,100,true,63,67,39,"Only in the left scenes, exists: ( objects that are 1)",2015-01-22T13:56:51.181Z
"_9d625b1bdf88718f",1,112,"pbp02","interleaved-sim-sim",36,100,true,115,125,66,"Only in the right scenes, exists: ( objects that are 2)",2015-01-22T13:56:51.182Z
"_9d625b1bdf88718f",1,112,"pbp02","interleaved-sim-sim",37,100,true,184,192,184,"Only in the left scenes, exists: ( objects that are 1)",2015-01-22T13:56:51.186Z
"_9d625b1bdf88718f",1,112,"pbp02","interleaved-sim-sim",38,100,true,103,91,89,"Only in the right scenes, exists: ( objects that are 2)",2015-01-22T13:56:51.187Z
"_9d625b1bdf88718f",1,112,"pbp02","interleaved-sim-sim",39,100,true,39,22,22,"Only in the left scenes, exists: ( objects that are 1)",2015-01-22T13:56:51.188Z
"_9d625b1bdf88718f",1,112,"pbp02","interleaved-sim-sim",40,100,true,192,233,118,"Only in the left scenes, exists: ( objects that are 1)",2015-01-22T13:56:51.189Z
"_9d625b1bdf88718f",1,112,"pbp02","interleaved-sim-sim",41,100,true,106,100,101,"Only in the right scenes, exists: ( objects that are 2)",2015-01-22T13:56:51.190Z
"_9d625b1bdf88718f",1,112,"pbp02","interleaved-sim-sim",42,100,true,165,131,86,"Only in the left scenes, exists: ( objects that are 1)",2015-01-22T13:56:51.191Z
"_9d625b1bdf88718f",1,112,"pbp02","interleaved-sim-sim",43,100,true,55,48,39,"Only in the right scenes, exists: ( objects that are 2)",2015-01-22T13:56:51.195Z
"_9d625b1bdf88718f",1,112,"pbp02","interleaved-sim-sim",44,100,true,345,308,394,"Only in the right scenes, exists: ( objects that are 2)",2015-01-22T13:56:51.196Z
"_9d625b1bdf88718f",1,112,"pbp02","interleaved-sim-sim",45,100,true,249,221,178,"Only in the right scenes, exists: ( objects that are 2)",2015-01-22T13:56:51.198Z
"_9d625b1bdf88718f",1,112,"pbp02","interleaved-sim-sim",46,100,true,204,264,188,"Only in the left scenes, exists: ( objects that are 1)",2015-01-22T13:56:51.199Z
"_9d625b1bdf88718f",1,112,"pbp02","interleaved-sim-sim",47,100,true,227,206,230,"Only in the left scenes, all: ( objects that are not right-of (top-most objects))",2015-01-22T13:56:51.199Z
"_9d625b1bdf88718f",1,112,"pbp02","interleaved-sim-sim",48,100,true,431,527,585,"Only in the left scenes, exists: ( objects that are 1)",2015-01-22T13:56:51.203Z
"_9d625b1bdf88718f",1,112,"pbp02","interleaved-sim-sim",49,100,true,273,282,378,"Only in the right scenes, exists: ( objects that are 2)",2015-01-22T13:56:51.207Z
"_9d625b1bdf88718f",1,112,"pbp02","interleaved-sim-sim",50,100,true,181,191,186,"Only in the left scenes, all: ( objects that are not beside (top-most objects))",2015-01-22T13:56:51.208Z
"_9d625b1bdf88718f",1,112,"pbp02","interleaved-sim-sim",51,100,true,108,83,55,"Only in the left scenes, exists: ( objects that are 1)",2015-01-22T13:56:51.209Z
"_9d625b1bdf88718f",1,112,"pbp02","interleaved-sim-sim",52,100,true,335,381,302,"Only in the right scenes, exists: ( objects that are 2)",2015-01-22T13:56:51.210Z
"_9d625b1bdf88718f",1,112,"pbp02","interleaved-sim-sim",53,100,true,44,28,24,"Only in the left scenes, exists: ( objects that are 1)",2015-01-22T13:56:51.211Z
"_9d625b1bdf88718f",1,112,"pbp02","interleaved-sim-sim",54,100,true,56,86,47,"Only in the left scenes, all: ( objects that are not on-top-of (square objects))",2015-01-22T13:56:51.212Z
"_9d625b1bdf88718f",1,112,"pbp02","interleaved-sim-sim",55,100,true,85,89,39,"Only in the left scenes, exists: ( objects that are 1)",2015-01-22T13:56:51.217Z
"_9d625b1bdf88718f",1,112,"pbp02","interleaved-sim-sim",56,100,true,72,69,34,"Only in the right scenes, exists: ( objects that are 2)",2015-01-22T13:56:51.220Z
"_9d625b1bdf88718f",1,112,"pbp02","interleaved-sim-sim",57,100,true,55,67,35,"Only in the left scenes, exists: ( objects that are 1)",2015-01-22T13:56:51.221Z
"_9d625b1bdf88718f",1,112,"pbp02","interleaved-sim-sim",58,100,true,223,305,205,"Only in the right scenes, exists: ( objects that are 2)",2015-01-22T13:56:51.222Z
"_9d625b1bdf88718f",1,112,"pbp02","interleaved-sim-sim",59,100,true,109,86,52,"Only in the right scenes, exists: ( objects that are 2)",2015-01-22T13:56:51.224Z
"_9d625b1bdf88718f",1,112,"pbp02","interleaved-sim-sim",60,100,true,127,139,101,"Only in the left scenes, exists: ( objects that are 1)",2015-01-22T13:56:51.225Z
"_9d625b1bdf88718f",1,112,"pbp02","interleaved-sim-sim",61,100,true,137,183,76,"Only in the left scenes, exists: ( objects that are 1)",2015-01-22T13:56:51.228Z
"_9d625b1bdf88718f",1,112,"pbp02","interleaved-sim-sim",62,100,true,100,84,51,"Only in the left scenes, exists: ( objects that are 1)",2015-01-22T13:56:51.229Z
"_9d625b1bdf88718f",1,112,"pbp02","interleaved-sim-sim",63,100,true,470,454,455,"Only in the right scenes, exists: ( objects that are 2)",2015-01-22T13:56:51.230Z
"_9d625b1bdf88718f",1,112,"pbp02","interleaved-sim-sim",64,100,true,172,170,202,"Only in the left scenes, exists: ( objects that are 1)",2015-01-22T13:56:51.231Z
"_9d625b1bdf88718f",1,112,"pbp02","interleaved-sim-sim",65,100,true,306,278,300,"Only in the left scenes, exists: ( objects that are 1)",2015-01-22T13:56:51.234Z
"_9d625b1bdf88718f",1,112,"pbp02","interleaved-sim-sim",66,100,true,237,277,201,"Only in the right scenes, exists: ( objects that are 2)",2015-01-22T13:56:51.235Z
"_9d625b1bdf88718f",1,112,"pbp02","interleaved-sim-sim",67,100,true,190,226,120,"Only in the right scenes, exists: ( objects that are 2)",2015-01-22T13:56:51.249Z
"_9d625b1bdf88718f",1,112,"pbp02","interleaved-sim-sim",68,100,true,37,34,21,"Only in the right scenes, exists: ( objects that are 2)",2015-01-22T13:56:51.250Z
"_9d625b1bdf88718f",1,112,"pbp02","interleaved-sim-sim",69,100,true,280,328,239,"Only in the left scenes, exists: ( objects that are 1)",2015-01-22T13:56:51.251Z
"_9d625b1bdf88718f",1,112,"pbp02","interleaved-sim-sim",70,100,true,74,70,42,"Only in the right scenes, exists: ( objects that are 2)",2015-01-22T13:56:51.252Z
"_9d625b1bdf88718f",1,112,"pbp02","interleaved-sim-sim",71,100,true,112,85,60,"Only in the right scenes, exists: ( objects that are 2)",2015-01-22T13:56:51.253Z
"_9d625b1bdf88718f",1,112,"pbp02","interleaved-sim-sim",72,100,true,302,300,400,"Only in the right scenes, exists: ( objects that are 2)",2015-01-22T13:56:51.256Z
"_9d625b1bdf88718f",1,112,"pbp02","interleaved-sim-sim",73,100,true,94,94,55,"Only in the right scenes, exists: ( objects that are 2)",2015-01-22T13:56:51.259Z
"_9d625b1bdf88718f",1,112,"pbp02","interleaved-sim-sim",74,100,true,106,106,53,"Only in the left scenes, exists: ( objects that are 1)",2015-01-22T13:56:51.260Z
"_9d625b1bdf88718f",1,112,"pbp02","interleaved-sim-sim",75,100,true,60,52,26,"Only in the right scenes, exists: ( objects that are 2)",2015-01-22T13:56:51.261Z
"_9d625b1bdf88718f",1,112,"pbp02","interleaved-sim-sim",76,100,true,346,344,467,"Only in the right scenes, exists: ( objects that are 2)",2015-01-22T13:56:51.263Z
"_9d625b1bdf88718f",1,112,"pbp02","interleaved-sim-sim",77,100,true,80,66,39,"Only in the right scenes, exists: ( objects that are 2)",2015-01-22T13:56:51.264Z
"_9d625b1bdf88718f",1,112,"pbp02","interleaved-sim-sim",78,100,true,138,131,98,"Only in the left scenes, exists: ( objects that are 1)",2015-01-22T13:56:51.265Z
"_9d625b1bdf88718f",1,112,"pbp02","interleaved-sim-sim",79,100,true,177,185,105,"Only in the left scenes, exists: ( objects that are 1)",2015-01-22T13:56:51.269Z
"_9d625b1bdf88718f",1,112,"pbp02","interleaved-sim-sim",80,100,true,38,41,19,"Only in the left scenes, exists: ( objects that are 1)",2015-01-22T13:56:51.270Z
"_9d625b1bdf88718f",1,112,"pbp02","interleaved-sim-sim",81,100,true,56,37,36,"Only in the left scenes, exists: ( objects that are 1)",2015-01-22T13:56:51.271Z
"_9d625b1bdf88718f",1,112,"pbp02","interleaved-sim-sim",82,100,true,59,52,38,"Only in the right scenes, exists: ( objects that are 2)",2015-01-22T13:56:51.272Z
"_9d625b1bdf88718f",1,112,"pbp02","interleaved-sim-sim",83,100,true,294,289,322,"Only in the left scenes, exists: ( objects that are 1)",2015-01-22T13:56:51.273Z
"_9d625b1bdf88718f",1,112,"pbp02","interleaved-sim-sim",84,100,true,77,81,42,"Only in the left scenes, exists: ( objects that are 1)",2015-01-22T13:56:51.275Z
"_9d625b1bdf88718f",1,112,"pbp02","interleaved-sim-sim",85,100,true,29,25,14,"Only in the left scenes, exists: ( objects that are 1)",2015-01-22T13:56:51.283Z
"_9d625b1bdf88718f",1,112,"pbp02","interleaved-sim-sim",86,100,true,111,165,72,"Only in the left scenes, exists: ( objects that are 1)",2015-01-22T13:56:51.288Z
"_9d625b1bdf88718f",1,112,"pbp02","interleaved-sim-sim",87,100,true,87,66,57,"Only in the left scenes, exists: ( objects that are 1)",2015-01-22T13:56:51.289Z
"_9d625b1bdf88718f",1,112,"pbp02","interleaved-sim-sim",88,100,true,176,125,198,"Only in the left scenes, exists: ( objects that are 1)",2015-01-22T13:56:51.290Z
"_9d625b1bdf88718f",1,112,"pbp02","interleaved-sim-sim",89,100,true,64,63,26,"Only in the right scenes, exists: ( objects that are 2)",2015-01-22T13:56:51.291Z
"_9d625b1bdf88718f",1,112,"pbp02","interleaved-sim-sim",90,100,true,57,57,28,"Only in the right scenes, exists: ( objects that are 2)",2015-01-22T13:56:51.292Z
"_9d625b1bdf88718f",1,112,"pbp02","interleaved-sim-sim",91,100,true,246,228,283,"Only in the right scenes, exists: ( objects that are 2)",2015-01-22T13:56:51.294Z
"_9d625b1bdf88718f",1,112,"pbp02","interleaved-sim-sim",92,100,true,106,122,71,"Only in the left scenes, all: ( objects that are not left-of (top-most objects))",2015-01-22T13:56:51.295Z
"_9d625b1bdf88718f",1,112,"pbp02","interleaved-sim-sim",93,100,true,213,216,125,"Only in the right scenes, exists: ( objects that are 2)",2015-01-22T13:56:51.296Z
"_9d625b1bdf88718f",1,112,"pbp02","interleaved-sim-sim",94,100,true,187,224,140,"Only in the right scenes, exists: ( objects that are 2)",2015-01-22T13:56:51.296Z
"_9d625b1bdf88718f",1,112,"pbp02","interleaved-sim-sim",95,100,true,181,192,236,"Only in the left scenes, exists: ( objects that are 1)",2015-01-22T13:56:51.297Z
"_9d625b1bdf88718f",1,112,"pbp02","interleaved-sim-sim",96,100,true,242,273,249,"Only in the left scenes, exists: ( objects that are 1)",2015-01-22T13:56:51.298Z
"_9d625b1bdf88718f",1,112,"pbp02","interleaved-sim-sim",97,100,true,385,334,397,"Only in the right scenes, exists: ( objects that are 2)",2015-01-22T13:56:51.301Z
"_9d625b1bdf88718f",1,112,"pbp02","interleaved-sim-sim",98,100,true,91,68,40,"Only in the left scenes, exists: ( objects that are 1)",2015-01-22T13:56:51.301Z
"_9d625b1bdf88718f",1,112,"pbp02","interleaved-sim-sim",99,100,true,71,55,38,"Only in the right scenes, exists: ( objects that are 2)",2015-01-22T13:56:51.302Z
"_9d625b1bdf88718f",1,112,"pbp02","interleaved-sim-sim",100,100,true,37,42,18,"Only in the right scenes, exists: ( objects that are 2)",2015-01-22T13:56:51.303Z
"_9d625b1bdf88718f",2,112,"pbp02","interleaved-sim-dis",4,100,true,238,254,206,"Only in the left scenes, exists: ( objects that are 1)",2015-01-22T14:00:04.280Z
"_9d625b1bdf88718f",2,112,"pbp02","interleaved-sim-dis",3,100,true,58,55,32,"Only in the right scenes, exists: ( objects that are 2)",2015-01-22T14:00:04.281Z
"_9d625b1bdf88718f",2,112,"pbp02","interleaved-sim-dis",5,100,true,109,93,58,"Only in the left scenes, exists: ( objects that are 1)",2015-01-22T14:00:04.282Z
"_9d625b1bdf88718f",2,112,"pbp02","interleaved-sim-dis",6,100,true,101,112,74,"Only in the right scenes, exists: ( objects that are 2)",2015-01-22T14:00:04.282Z
"_9d625b1bdf88718f",2,112,"pbp02","interleaved-sim-dis",1,100,true,25,19,14,"Only in the left scenes, exists: ( objects that are 1)",2015-01-22T14:00:04.283Z
"_9d625b1bdf88718f",2,112,"pbp02","interleaved-sim-dis",2,100,true,396,349,480,"Only in the right scenes, exists: ( objects that are 2)",2015-01-22T14:00:04.284Z
"_9d625b1bdf88718f",2,112,"pbp02","interleaved-sim-dis",7,100,true,92,76,77,"Only in the right scenes, exists: ( objects that are 2)",2015-01-22T14:00:04.286Z
"_9d625b1bdf88718f",2,112,"pbp02","interleaved-sim-dis",8,100,true,90,73,51,"Only in the right scenes, exists: ( objects that are 2)",2015-01-22T14:00:04.287Z
"_9d625b1bdf88718f",2,112,"pbp02","interleaved-sim-dis",9,100,true,63,35,23,"Only in the right scenes, exists: ( objects that are 2)",2015-01-22T14:00:04.288Z
"_9d625b1bdf88718f",2,112,"pbp02","interleaved-sim-dis",10,100,true,246,296,238,"Only in the right scenes, exists: ( objects that are 2)",2015-01-22T14:00:04.289Z
"_9d625b1bdf88718f",2,112,"pbp02","interleaved-sim-dis",11,100,true,311,315,273,"Only in the right scenes, exists: ( objects that are 2)",2015-01-22T14:00:04.289Z
"_9d625b1bdf88718f",2,112,"pbp02","interleaved-sim-dis",12,100,true,132,106,82,"Only in the left scenes, exists: ( objects that are 1)",2015-01-22T14:00:04.290Z
"_9d625b1bdf88718f",2,112,"pbp02","interleaved-sim-dis",13,100,true,36,40,25,"Only in the left scenes, all: ( objects that are not left-of (circle objects) at the end)",2015-01-22T14:00:04.296Z
"_9d625b1bdf88718f",2,112,"pbp02","interleaved-sim-dis",14,100,true,242,215,192,"Only in the left scenes, exists: ( objects that are 1)",2015-01-22T14:00:04.296Z
"_9d625b1bdf88718f",2,112,"pbp02","interleaved-sim-dis",15,100,true,181,202,165,"Only in the left scenes, all: ( objects that are not left-of (any object) at the end and 1)",2015-01-22T14:00:04.297Z
"_9d625b1bdf88718f",2,112,"pbp02","interleaved-sim-dis",16,100,true,77,69,38,"Only in the right scenes, exists: ( objects that are 2)",2015-01-22T14:00:04.298Z
"_9d625b1bdf88718f",2,112,"pbp02","interleaved-sim-dis",17,100,true,85,80,47,"Only in the left scenes, exists: ( objects that are 1)",2015-01-22T14:00:04.299Z
"_9d625b1bdf88718f",2,112,"pbp02","interleaved-sim-dis",18,100,true,55,61,23,"Only in the right scenes, exists: ( objects that are 2)",2015-01-22T14:00:04.300Z
"_9d625b1bdf88718f",2,112,"pbp02","interleaved-sim-dis",19,100,true,95,79,94,"Only in the left scenes, exists: ( objects that are 1)",2015-01-22T14:00:04.302Z
"_9d625b1bdf88718f",2,112,"pbp02","interleaved-sim-dis",20,100,true,535,554,718,"Only in the left scenes, all: ( objects that are not right-of (any object) and not close)",2015-01-22T14:00:04.302Z
"_9d625b1bdf88718f",2,112,"pbp02","interleaved-sim-dis",21,100,true,286,364,412,"Only in the left scenes, exists: ( objects that are 1)",2015-01-22T14:00:04.304Z
"_9d625b1bdf88718f",2,112,"pbp02","interleaved-sim-dis",22,100,true,112,105,39,"Only in the left scenes, exists: ( objects that are 1)",2015-01-22T14:00:04.304Z
"_9d625b1bdf88718f",2,112,"pbp02","interleaved-sim-dis",23,100,true,135,84,102,"Only in the right scenes, exists: ( objects that are 2)",2015-01-22T14:00:04.305Z
"_9d625b1bdf88718f",2,112,"pbp02","interleaved-sim-dis",24,100,true,261,274,184,"Only in the right scenes, exists: ( objects that are 2)",2015-01-22T14:00:04.306Z
"_9d625b1bdf88718f",2,112,"pbp02","interleaved-sim-dis",25,100,true,129,159,139,"Only in the left scenes, all: ( objects that are not gets-hit-by (can-move-up objects) and not right-of (small objects))",2015-01-22T14:00:04.308Z
"_9d625b1bdf88718f",2,112,"pbp02","interleaved-sim-dis",26,100,true,64,57,31,"Only in the right scenes, exists: ( objects that are 2)",2015-01-22T14:00:04.309Z
"_9d625b1bdf88718f",2,112,"pbp02","interleaved-sim-dis",27,100,true,31,44,15,"Only in the right scenes, exists: ( objects that are 2)",2015-01-22T14:00:04.310Z
"_9d625b1bdf88718f",2,112,"pbp02","interleaved-sim-dis",28,100,true,254,188,309,"Only in the right scenes, exists: ( objects that are 2)",2015-01-22T14:00:04.311Z
"_9d625b1bdf88718f",2,112,"pbp02","interleaved-sim-dis",29,100,true,150,112,103,"Only in the right scenes, exists: ( objects that are 2)",2015-01-22T14:00:04.312Z
"_9d625b1bdf88718f",2,112,"pbp02","interleaved-sim-dis",30,100,true,66,65,33,"Only in the right scenes, exists: ( objects that are 2)",2015-01-22T14:00:04.312Z
"_9d625b1bdf88718f",2,112,"pbp02","interleaved-sim-dis",31,100,true,30,26,22,"Only in the right scenes, exists: ( objects that are 2)",2015-01-22T14:00:04.315Z
"_9d625b1bdf88718f",2,112,"pbp02","interleaved-sim-dis",32,100,true,56,64,36,"Only in the right scenes, exists: ( objects that are 2)",2015-01-22T14:00:04.318Z
"_9d625b1bdf88718f",2,112,"pbp02","interleaved-sim-dis",33,100,true,45,40,19,"Only in the right scenes, exists: ( objects that are 2)",2015-01-22T14:00:04.319Z
"_9d625b1bdf88718f",2,112,"pbp02","interleaved-sim-dis",34,100,true,219,263,240,"Only in the right scenes, exists: ( objects that are 2)",2015-01-22T14:00:04.320Z
"_9d625b1bdf88718f",2,112,"pbp02","interleaved-sim-dis",35,100,true,209,140,277,"Only in the right scenes, exists: ( objects that are 2)",2015-01-22T14:00:04.321Z
"_9d625b1bdf88718f",2,112,"pbp02","interleaved-sim-dis",36,100,true,65,53,27,"Only in the right scenes, exists: ( objects that are 2)",2015-01-22T14:00:04.326Z
"_9d625b1bdf88718f",2,112,"pbp02","interleaved-sim-dis",37,100,true,130,126,74,"Only in the right scenes, exists: ( objects that are 2)",2015-01-22T14:00:04.327Z
"_9d625b1bdf88718f",2,112,"pbp02","interleaved-sim-dis",38,100,true,149,144,82,"Only in the left scenes, exists: ( objects that are 1)",2015-01-22T14:00:04.328Z
"_9d625b1bdf88718f",2,112,"pbp02","interleaved-sim-dis",39,100,true,115,124,65,"Only in the right scenes, exists: ( objects that are 2)",2015-01-22T14:00:04.329Z
"_9d625b1bdf88718f",2,112,"pbp02","interleaved-sim-dis",40,100,true,169,161,146,"Only in the left scenes, all: ( objects that are not right-of (top-most objects))",2015-01-22T14:00:04.329Z
"_9d625b1bdf88718f",2,112,"pbp02","interleaved-sim-dis",41,100,true,59,58,32,"Only in the left scenes, exists: ( objects that are 1)",2015-01-22T14:00:04.331Z
"_9d625b1bdf88718f",2,112,"pbp02","interleaved-sim-dis",42,100,true,211,286,128,"Only in the right scenes, exists: ( objects that are 2)",2015-01-22T14:00:04.333Z
"_9d625b1bdf88718f",2,112,"pbp02","interleaved-sim-dis",43,100,true,152,139,122,"Only in the right scenes, exists: ( objects that are 2)",2015-01-22T14:00:04.334Z
"_9d625b1bdf88718f",2,112,"pbp02","interleaved-sim-dis",44,100,true,266,255,249,"Only in the right scenes, exists: ( objects that are 2)",2015-01-22T14:00:04.335Z
"_9d625b1bdf88718f",2,112,"pbp02","interleaved-sim-dis",45,100,true,204,158,132,"Only in the right scenes, exists: ( objects that are 2)",2015-01-22T14:00:04.338Z
"_9d625b1bdf88718f",2,112,"pbp02","interleaved-sim-dis",46,100,true,110,111,78,"Only in the left scenes, all: ( objects that are not left-of (top-most objects))",2015-01-22T14:00:04.339Z
"_9d625b1bdf88718f",2,112,"pbp02","interleaved-sim-dis",47,100,true,71,55,56,"Only in the left scenes, exists: ( objects that are 1)",2015-01-22T14:00:04.340Z
"_9d625b1bdf88718f",2,112,"pbp02","interleaved-sim-dis",48,100,true,49,72,27,"Only in the left scenes, exists: ( objects that are 1)",2015-01-22T14:00:04.343Z
"_9d625b1bdf88718f",2,112,"pbp02","interleaved-sim-dis",49,100,true,52,40,26,"Only in the right scenes, exists: ( objects that are 2)",2015-01-22T14:00:04.344Z
"_9d625b1bdf88718f",2,112,"pbp02","interleaved-sim-dis",50,100,true,143,118,120,"Only in the right scenes, exists: ( objects that are 2)",2015-01-22T14:00:04.344Z
"_9d625b1bdf88718f",2,112,"pbp02","interleaved-sim-dis",51,100,true,121,114,69,"Only in the left scenes, exists: ( objects that are 1)",2015-01-22T14:00:04.345Z
"_9d625b1bdf88718f",2,112,"pbp02","interleaved-sim-dis",52,100,true,708,663,1165,"Only in the left scenes, exists: ( objects that are 1)",2015-01-22T14:00:04.346Z
"_9d625b1bdf88718f",2,112,"pbp02","interleaved-sim-dis",53,100,true,130,140,72,"Only in the left scenes, exists: ( objects that are 1)",2015-01-22T14:00:04.346Z
"_9d625b1bdf88718f",2,112,"pbp02","interleaved-sim-dis",54,100,true,231,234,155,"Only in the right scenes, exists: ( objects that are 2)",2015-01-22T14:00:04.365Z
"_9d625b1bdf88718f",2,112,"pbp02","interleaved-sim-dis",55,100,true,73,78,66,"Only in the right scenes, exists: ( objects that are 2)",2015-01-22T14:00:04.365Z
"_9d625b1bdf88718f",2,112,"pbp02","interleaved-sim-dis",56,100,true,126,142,62,"Only in the left scenes, exists: ( objects that are 1)",2015-01-22T14:00:04.366Z
"_9d625b1bdf88718f",2,112,"pbp02","interleaved-sim-dis",57,100,true,115,87,63,"Only in the right scenes, exists: ( objects that are 2)",2015-01-22T14:00:04.367Z
"_9d625b1bdf88718f",2,112,"pbp02","interleaved-sim-dis",58,100,true,263,285,289,"Only in the right scenes, exists: ( objects that are 2)",2015-01-22T14:00:04.368Z
